Trial_Number,Primary_Voltage_V,Primary_Current_A,Primary_Power_kW,Primary_Power_Factor,Secondary_Voltage_V,Secondary_Current_A,Secondary_Power_kW,Secondary_Power_Factor,Temperature_C,Humidity_percent,Efficiency_percent,Load_Category,Temp_Zone
2612,228.74,31.05,5.94,0.837,19.26,10.9,0.16,0.785,27.3,52.4,85.07347284263112,Heavy (>70%),Normal (<85°C)
2613,225.46,19.58,3.86,0.874,19.36,13.48,0.23,0.894,71.9,75.7,88.01403933025966,Medium (50-70%),Normal (<85°C)
2614,228.15,19.26,3.54,0.806,19.44,12.61,0.22,0.894,134.1,49.3,75.0,Medium (50-70%),Emergency (>130°C)
2615,225.73,12.71,2.31,0.806,19.02,9.17,0.14,0.779,59.6,72.5,85.58764670559098,Light (<50%),Normal (<85°C)
2616,227.87,13.57,2.19,0.707,19.04,13.2,0.22,0.881,66.7,41.3,83.64037516433054,Light (<50%),Normal (<85°C)
2617,225.95,19.78,3.45,0.773,19.15,14.84,0.21,0.741,56.3,42.1,88.09638675079995,Medium (50-70%),Normal (<85°C)
2618,229.35,10.07,2.0,0.864,19.54,7.96,0.13,0.854,59.4,51.6,84.23886919786979,Light (<50%),Normal (<85°C)
2619,225.05,34.17,5.8,0.754,19.04,13.55,0.2,0.768,113.1,63.6,81.94782519129298,Heavy (>70%),Critical (105-130°C)
2620,229.6,25.69,4.8,0.813,19.28,10.59,0.18,0.868,93.3,46.6,84.98043039756878,Heavy (>70%),High (85-105°C)
2621,228.02,22.34,4.32,0.848,19.58,13.19,0.19,0.748,120.9,24.8,80.16592160678644,Medium (50-70%),Critical (105-130°C)
2622,225.42,19.46,3.75,0.854,19.11,12.74,0.17,0.715,99.4,89.7,83.12647449299814,Medium (50-70%),High (85-105°C)
2623,229.08,28.07,4.56,0.709,19.21,12.74,0.2,0.826,141.2,80.9,77.7578955590292,Heavy (>70%),Emergency (>130°C)
2624,229.2,21.68,4.14,0.833,19.51,14.92,0.25,0.873,27.8,38.3,87.60409751117984,Medium (50-70%),Normal (<85°C)
2625,227.13,26.31,5.04,0.844,19.27,11.65,0.19,0.864,77.5,73.2,93.48290767206886,Heavy (>70%),Normal (<85°C)
2626,229.1,11.62,2.16,0.812,19.31,13.92,0.23,0.848,30.2,62.4,85.9029050906603,Light (<50%),Normal (<85°C)
2627,225.34,16.96,3.11,0.814,19.49,7.54,0.12,0.793,33.0,33.7,81.71214499855317,Light (<50%),Normal (<85°C)
2628,226.72,31.1,5.88,0.834,19.41,10.69,0.18,0.865,131.7,74.9,75.0,Heavy (>70%),Emergency (>130°C)
2629,227.53,32.02,5.25,0.72,19.34,10.41,0.17,0.831,117.4,83.6,75.0,Heavy (>70%),Critical (105-130°C)
2630,226.59,24.87,4.38,0.778,19.48,12.49,0.22,0.898,127.5,30.5,86.39280313293604,Heavy (>70%),Critical (105-130°C)
2631,226.84,16.0,3.21,0.885,19.5,14.47,0.24,0.833,125.0,71.1,77.02612367367719,Light (<50%),Critical (105-130°C)
2632,226.78,20.61,3.97,0.849,19.53,12.78,0.2,0.783,85.2,45.4,83.89081500001186,Medium (50-70%),High (85-105°C)
2633,226.31,21.23,4.3,0.896,19.3,11.86,0.18,0.775,148.1,85.0,77.1106848118341,Medium (50-70%),Emergency (>130°C)
2634,227.69,19.32,3.61,0.821,19.35,13.01,0.19,0.735,44.8,22.5,87.84617633016794,Medium (50-70%),Normal (<85°C)
2635,227.13,24.45,4.05,0.73,19.49,7.9,0.11,0.718,78.7,61.0,87.49866256834075,Medium (50-70%),Normal (<85°C)
2636,225.38,29.12,5.22,0.796,19.13,9.57,0.14,0.779,43.3,75.8,89.32827211208127,Heavy (>70%),Normal (<85°C)
2637,226.66,20.59,3.43,0.734,19.08,12.4,0.2,0.855,144.6,37.8,75.0,Medium (50-70%),Emergency (>130°C)
2638,229.27,24.73,4.3,0.758,19.22,10.62,0.17,0.814,47.3,28.9,89.80204963575679,Heavy (>70%),Normal (<85°C)
2639,226.68,33.32,6.49,0.859,19.34,9.22,0.15,0.844,130.8,46.1,77.36630835836431,Heavy (>70%),Emergency (>130°C)
2640,228.46,22.37,4.07,0.797,19.51,7.63,0.11,0.76,36.1,28.8,86.69922650562901,Medium (50-70%),Normal (<85°C)
2641,227.51,27.39,4.45,0.714,19.2,9.81,0.16,0.871,44.3,87.8,88.4292186483864,Heavy (>70%),Normal (<85°C)
2642,225.94,24.79,4.88,0.871,19.27,9.82,0.15,0.784,135.5,38.0,75.0,Heavy (>70%),Emergency (>130°C)
2643,228.95,34.41,6.78,0.861,19.32,9.6,0.14,0.78,120.4,35.9,83.10559644489338,Heavy (>70%),Critical (105-130°C)
2644,225.3,27.92,4.42,0.703,19.09,10.89,0.18,0.85,85.3,63.6,88.38246756965796,Heavy (>70%),High (85-105°C)
2645,225.01,31.27,6.05,0.86,19.3,14.02,0.22,0.823,102.2,85.7,82.71256811431034,Heavy (>70%),High (85-105°C)
2646,228.14,16.14,2.91,0.79,19.57,8.68,0.13,0.761,88.8,64.4,78.40527335618404,Light (<50%),High (85-105°C)
2647,226.5,19.24,3.1,0.711,19.06,14.82,0.22,0.782,130.5,81.5,75.0,Medium (50-70%),Emergency (>130°C)
2648,226.62,20.41,3.39,0.733,19.55,14.69,0.25,0.866,69.0,37.5,88.67083404056636,Medium (50-70%),Normal (<85°C)
2649,227.85,10.1,2.0,0.867,19.05,10.56,0.17,0.833,55.2,46.9,88.27775440381141,Light (<50%),Normal (<85°C)
2650,229.17,16.48,3.16,0.837,19.43,7.41,0.1,0.71,124.3,84.8,76.44426954437522,Light (<50%),Critical (105-130°C)
2651,228.87,12.71,2.15,0.738,19.08,9.08,0.15,0.853,37.5,32.4,85.01281350414351,Light (<50%),Normal (<85°C)
2652,227.0,19.57,3.15,0.708,19.36,10.49,0.17,0.833,37.6,71.2,88.41233414792401,Medium (50-70%),Normal (<85°C)
2653,227.17,18.99,3.71,0.861,19.08,9.72,0.16,0.888,125.4,24.7,84.51577575079887,Medium (50-70%),Critical (105-130°C)
2654,227.2,25.32,4.79,0.833,19.44,11.39,0.18,0.813,113.6,32.4,85.18331978078699,Heavy (>70%),Critical (105-130°C)
2655,229.31,26.08,4.31,0.721,19.17,11.56,0.2,0.882,60.3,27.9,88.90670229062205,Heavy (>70%),Normal (<85°C)
2656,229.81,27.33,4.89,0.779,19.35,8.52,0.12,0.724,132.1,48.9,79.54237281063055,Heavy (>70%),Emergency (>130°C)
2657,225.15,21.26,4.2,0.878,19.09,11.95,0.18,0.801,64.2,41.5,89.21301121510369,Medium (50-70%),Normal (<85°C)
2658,226.82,17.43,2.83,0.715,19.33,10.71,0.18,0.888,100.8,37.3,81.55001294832631,Light (<50%),High (85-105°C)
2659,225.51,20.41,4.1,0.891,19.42,11.61,0.2,0.899,145.9,33.4,75.0,Medium (50-70%),Emergency (>130°C)
2660,225.49,11.54,1.99,0.763,19.08,7.82,0.12,0.781,135.0,73.7,75.0,Light (<50%),Emergency (>130°C)
2661,228.58,10.31,1.71,0.725,19.53,14.01,0.24,0.884,75.5,86.0,80.96107521529716,Light (<50%),Normal (<85°C)
2662,225.05,13.49,2.27,0.749,19.5,13.06,0.19,0.751,56.7,49.7,83.57891347000606,Light (<50%),Normal (<85°C)
2663,228.86,25.48,4.93,0.846,19.39,12.08,0.19,0.832,99.6,57.5,89.4454171360274,Heavy (>70%),High (85-105°C)
2664,227.35,11.3,2.08,0.808,19.53,13.92,0.22,0.797,43.5,22.8,83.93444759782611,Light (<50%),Normal (<85°C)
2665,225.1,30.81,5.83,0.84,19.53,9.96,0.14,0.715,111.6,77.0,82.631677561059,Heavy (>70%),Critical (105-130°C)
2666,226.42,21.55,4.37,0.895,19.21,8.46,0.12,0.769,135.9,50.6,78.76210305616695,Medium (50-70%),Emergency (>130°C)
2667,225.89,34.95,6.21,0.787,19.43,13.03,0.21,0.843,98.5,42.3,83.35399583807423,Heavy (>70%),High (85-105°C)
2668,228.98,22.78,3.85,0.738,19.23,8.53,0.14,0.834,47.5,78.4,90.01391749852446,Medium (50-70%),Normal (<85°C)
2669,228.69,10.99,1.85,0.736,19.53,9.82,0.17,0.883,122.1,36.2,75.97232956246926,Light (<50%),Critical (105-130°C)
2670,225.4,20.66,3.8,0.816,19.11,7.65,0.11,0.738,57.7,69.5,90.12021676692383,Medium (50-70%),Normal (<85°C)
2671,229.98,10.08,1.85,0.796,19.0,11.47,0.19,0.884,138.0,59.6,75.0,Light (<50%),Emergency (>130°C)
2672,228.91,21.4,3.92,0.801,19.42,10.32,0.17,0.854,56.2,85.4,88.43266228693297,Medium (50-70%),Normal (<85°C)
2673,229.12,23.81,4.63,0.848,19.17,8.37,0.14,0.88,98.7,43.6,86.90370697995638,Medium (50-70%),High (85-105°C)
2674,226.64,11.68,2.01,0.759,19.35,8.67,0.14,0.838,40.5,72.3,84.64365262631974,Light (<50%),Normal (<85°C)
2675,226.71,26.81,5.44,0.895,19.48,10.43,0.16,0.78,70.7,62.4,88.98465654696308,Heavy (>70%),Normal (<85°C)
2676,226.19,32.07,6.39,0.881,19.08,9.09,0.14,0.784,113.4,79.0,80.01861512794451,Heavy (>70%),Critical (105-130°C)
2677,228.55,32.09,6.34,0.865,19.1,12.07,0.19,0.809,44.2,25.6,86.57626283050718,Heavy (>70%),Normal (<85°C)
2678,228.63,28.75,5.07,0.771,19.52,12.4,0.21,0.848,131.7,42.4,76.79369422796151,Heavy (>70%),Emergency (>130°C)
2679,228.75,33.7,6.05,0.785,19.45,10.98,0.18,0.863,35.7,41.4,87.23546561936287,Heavy (>70%),Normal (<85°C)
2680,225.08,23.38,4.11,0.781,19.58,7.43,0.11,0.786,121.3,74.7,80.48025315183871,Medium (50-70%),Critical (105-130°C)
2681,229.07,23.31,4.28,0.802,19.01,12.64,0.18,0.76,144.1,70.1,78.96239948525427,Medium (50-70%),Emergency (>130°C)
2682,226.52,27.66,4.42,0.705,19.05,7.36,0.11,0.804,146.6,24.4,77.20762173188483,Heavy (>70%),Emergency (>130°C)
2683,225.96,28.99,4.95,0.756,19.36,10.83,0.19,0.883,28.3,66.5,91.70287471537833,Heavy (>70%),Normal (<85°C)
2684,226.28,28.11,4.84,0.761,19.08,7.35,0.11,0.772,134.1,76.3,75.0,Heavy (>70%),Emergency (>130°C)
2685,225.55,13.05,2.26,0.767,19.2,12.96,0.2,0.814,43.4,70.5,84.2337096172351,Light (<50%),Normal (<85°C)
2686,226.16,34.0,6.04,0.785,19.52,12.54,0.18,0.726,37.5,46.4,88.5897297024255,Heavy (>70%),Normal (<85°C)
2687,228.79,33.52,6.22,0.811,19.43,14.25,0.24,0.865,87.4,53.3,83.65030318976305,Heavy (>70%),High (85-105°C)
2688,227.32,11.91,2.32,0.858,19.36,7.67,0.13,0.894,54.5,52.0,83.80965451385434,Light (<50%),Normal (<85°C)
2689,225.19,19.03,3.5,0.817,19.19,12.91,0.19,0.782,89.7,78.0,86.48003955574072,Medium (50-70%),High (85-105°C)
2690,225.57,23.89,4.51,0.837,19.3,14.8,0.24,0.831,122.8,71.0,82.40350791595219,Medium (50-70%),Critical (105-130°C)
2691,227.42,17.97,3.13,0.766,19.12,11.55,0.19,0.853,93.3,42.8,87.85158266154515,Medium (50-70%),High (85-105°C)
2692,229.14,25.02,4.89,0.853,19.35,10.58,0.17,0.835,65.9,22.2,91.99921616202786,Heavy (>70%),Normal (<85°C)
2693,225.04,34.43,6.57,0.848,19.58,7.6,0.11,0.771,83.4,66.0,86.06732458998741,Heavy (>70%),Normal (<85°C)
2694,226.74,18.41,3.11,0.744,19.19,9.26,0.15,0.852,31.4,73.1,89.69809757652843,Medium (50-70%),Normal (<85°C)
2695,228.49,22.58,4.15,0.805,19.58,11.7,0.2,0.875,106.3,82.8,81.78496852050611,Medium (50-70%),Critical (105-130°C)
2696,228.7,21.39,3.56,0.728,19.4,14.4,0.2,0.704,120.0,41.7,77.64136339161647,Medium (50-70%),Critical (105-130°C)
2697,227.01,27.2,4.77,0.773,19.3,12.54,0.21,0.879,61.4,86.0,87.02257008810761,Heavy (>70%),Normal (<85°C)
2698,227.42,23.05,3.94,0.751,19.16,14.68,0.2,0.725,63.0,77.7,89.4658420399076,Medium (50-70%),Normal (<85°C)
2699,227.35,12.87,2.06,0.703,19.07,10.71,0.17,0.856,55.4,31.0,81.28127301389267,Light (<50%),Normal (<85°C)
2700,228.93,10.73,1.84,0.749,19.18,10.01,0.15,0.785,92.2,89.4,81.67385663950908,Light (<50%),High (85-105°C)
2701,228.4,28.87,5.46,0.828,19.03,13.38,0.19,0.746,147.9,76.2,78.36049598790459,Heavy (>70%),Emergency (>130°C)
2702,227.87,16.53,3.27,0.868,19.1,10.74,0.16,0.757,91.9,27.4,81.56801505702296,Light (<50%),High (85-105°C)
2703,229.89,16.13,2.78,0.749,19.49,14.38,0.23,0.838,127.3,26.8,75.0,Light (<50%),Critical (105-130°C)
2704,229.08,11.42,1.96,0.749,19.15,13.07,0.19,0.754,116.6,30.8,78.25500329343613,Light (<50%),Critical (105-130°C)
2705,229.06,34.19,6.56,0.838,19.13,8.1,0.11,0.718,106.9,30.8,80.36096243410844,Heavy (>70%),Critical (105-130°C)
2706,225.57,30.9,6.13,0.88,19.38,7.22,0.1,0.702,39.6,71.6,86.60144253204338,Heavy (>70%),Normal (<85°C)
2707,225.64,11.88,2.24,0.835,19.16,12.17,0.18,0.785,141.1,65.8,75.0,Light (<50%),Emergency (>130°C)
2708,226.33,13.4,2.59,0.855,19.07,13.66,0.19,0.722,111.3,66.8,78.14367472190415,Light (<50%),Critical (105-130°C)
2709,227.07,27.54,5.05,0.807,19.51,9.64,0.14,0.742,120.9,89.8,81.79175721585385,Heavy (>70%),Critical (105-130°C)
2710,228.21,19.22,3.54,0.807,19.16,11.9,0.2,0.863,107.8,87.7,76.94548139684882,Medium (50-70%),Critical (105-130°C)
2711,227.97,30.64,5.6,0.802,19.42,14.59,0.24,0.847,104.3,81.3,82.61817192239758,Heavy (>70%),High (85-105°C)
2712,227.48,11.14,2.02,0.799,19.4,7.7,0.13,0.837,136.7,77.5,75.0,Light (<50%),Emergency (>130°C)
2713,229.56,18.95,3.29,0.756,19.42,10.94,0.17,0.796,62.1,83.7,85.03177162228792,Medium (50-70%),Normal (<85°C)
2714,227.14,30.17,4.87,0.71,19.01,11.55,0.19,0.875,140.6,47.3,75.0,Heavy (>70%),Emergency (>130°C)
2715,229.03,30.06,5.5,0.799,19.36,13.28,0.22,0.863,96.2,83.2,84.72842872695645,Heavy (>70%),High (85-105°C)
2716,225.7,10.55,2.07,0.869,19.01,8.26,0.12,0.772,126.6,44.8,75.0,Light (<50%),Critical (105-130°C)
2717,227.87,34.79,6.9,0.871,19.49,8.13,0.13,0.826,58.1,22.2,87.68528646867148,Heavy (>70%),Normal (<85°C)
2718,229.46,12.6,2.3,0.795,19.12,12.49,0.2,0.855,53.8,46.0,84.55763245948374,Light (<50%),Normal (<85°C)
2719,227.92,16.16,3.05,0.827,19.31,11.25,0.19,0.89,142.4,52.2,75.0,Light (<50%),Emergency (>130°C)
2720,228.93,22.48,4.54,0.882,19.34,12.81,0.19,0.767,125.2,62.3,82.15817025310737,Medium (50-70%),Critical (105-130°C)
2721,228.67,31.9,5.36,0.735,19.44,12.81,0.2,0.799,134.5,67.7,75.20941118528881,Heavy (>70%),Emergency (>130°C)
2722,226.14,31.25,6.26,0.886,19.17,7.19,0.1,0.743,145.7,47.6,75.0,Heavy (>70%),Emergency (>130°C)
2723,229.59,16.77,2.72,0.706,19.4,14.83,0.22,0.756,140.5,43.5,75.0,Light (<50%),Emergency (>130°C)
2724,225.4,13.07,2.07,0.703,19.0,8.09,0.13,0.874,43.1,70.3,81.5375128232635,Light (<50%),Normal (<85°C)
2725,226.69,18.91,3.68,0.859,19.56,14.82,0.26,0.889,81.4,85.2,85.5588340699289,Medium (50-70%),Normal (<85°C)
2726,226.05,27.48,4.62,0.743,19.45,13.56,0.24,0.899,83.2,71.2,90.06373365204551,Heavy (>70%),Normal (<85°C)
2727,228.85,24.46,4.01,0.716,19.58,7.96,0.11,0.702,73.7,54.3,89.49409605532826,Medium (50-70%),Normal (<85°C)
2728,226.26,34.92,6.35,0.804,19.57,11.55,0.19,0.857,146.5,84.9,75.0,Heavy (>70%),Emergency (>130°C)
2729,227.38,12.78,2.05,0.705,19.11,11.48,0.18,0.812,35.1,51.7,79.75521877578592,Light (<50%),Normal (<85°C)
2730,228.11,31.03,5.61,0.793,19.51,14.24,0.2,0.721,43.0,53.3,87.33623044948297,Heavy (>70%),Normal (<85°C)
2731,227.59,11.29,2.3,0.896,19.1,12.52,0.2,0.834,149.7,62.5,75.0,Light (<50%),Emergency (>130°C)
2732,228.58,10.01,1.63,0.712,19.09,7.22,0.11,0.831,85.7,81.0,80.90775359516174,Light (<50%),High (85-105°C)
2733,226.4,14.5,2.69,0.819,19.39,9.59,0.15,0.783,31.6,36.4,81.4692954295949,Light (<50%),Normal (<85°C)
2734,228.12,28.04,5.69,0.889,19.07,9.89,0.16,0.858,30.6,31.7,89.09006134527249,Heavy (>70%),Normal (<85°C)
2735,227.17,10.08,1.88,0.821,19.56,10.72,0.15,0.702,144.4,71.4,75.0,Light (<50%),Emergency (>130°C)
2736,228.13,20.58,3.9,0.83,19.31,13.25,0.2,0.765,111.0,43.7,81.86089800202087,Medium (50-70%),Critical (105-130°C)
2737,226.68,17.42,3.42,0.866,19.26,14.21,0.21,0.778,103.5,67.4,76.78735012466574,Light (<50%),High (85-105°C)
2738,227.7,13.12,2.55,0.853,19.08,9.47,0.16,0.894,54.8,58.7,86.04329099585358,Light (<50%),Normal (<85°C)
2739,226.3,20.03,3.27,0.721,19.53,9.09,0.13,0.739,63.4,80.9,87.50233483192667,Medium (50-70%),Normal (<85°C)
2740,229.61,27.87,5.61,0.877,19.27,14.75,0.22,0.788,137.0,59.2,78.21185678597291,Heavy (>70%),Emergency (>130°C)
2741,229.68,32.46,6.63,0.889,19.32,10.57,0.17,0.824,144.8,26.0,76.48331923882446,Heavy (>70%),Emergency (>130°C)
2742,229.89,17.24,2.85,0.718,19.27,8.89,0.14,0.816,93.2,82.5,75.16032293346689,Light (<50%),High (85-105°C)
2743,227.87,31.97,5.26,0.722,19.44,9.85,0.16,0.834,91.1,30.3,87.57561935424616,Heavy (>70%),High (85-105°C)
2744,225.07,21.01,3.59,0.759,19.29,11.71,0.18,0.778,35.4,55.6,89.31725085062033,Medium (50-70%),Normal (<85°C)
2745,229.5,32.57,5.44,0.728,19.03,14.77,0.24,0.855,145.1,66.8,75.0,Heavy (>70%),Emergency (>130°C)
2746,228.88,12.95,2.29,0.773,19.53,14.92,0.26,0.898,46.0,37.4,81.26784231951511,Light (<50%),Normal (<85°C)
2747,227.88,29.69,4.89,0.723,19.14,12.65,0.18,0.736,122.4,46.6,80.02252042432416,Heavy (>70%),Critical (105-130°C)
2748,229.36,32.92,6.51,0.862,19.13,12.23,0.17,0.709,144.3,22.2,75.00661197288088,Heavy (>70%),Emergency (>130°C)
2749,229.11,20.14,3.83,0.831,19.08,11.12,0.17,0.787,142.2,38.7,78.14722858041809,Medium (50-70%),Emergency (>130°C)
2750,229.01,30.41,4.92,0.706,19.3,7.35,0.1,0.709,88.3,85.7,80.17563854169413,Heavy (>70%),High (85-105°C)
2751,225.16,11.27,1.92,0.756,19.35,12.84,0.21,0.832,149.0,82.4,75.0,Light (<50%),Emergency (>130°C)
2752,228.18,31.19,5.52,0.776,19.3,12.62,0.19,0.787,134.6,83.5,76.56734734757717,Heavy (>70%),Emergency (>130°C)
2753,228.7,16.37,2.9,0.775,19.3,10.43,0.16,0.805,62.7,57.7,82.14771353993298,Light (<50%),Normal (<85°C)
2754,229.41,25.69,4.42,0.75,19.44,11.83,0.18,0.8,48.3,34.5,88.12309966481521,Heavy (>70%),Normal (<85°C)
2755,226.02,15.47,3.06,0.874,19.5,11.19,0.19,0.868,140.0,28.6,75.0,Light (<50%),Emergency (>130°C)
2756,226.06,34.25,6.44,0.832,19.0,12.75,0.22,0.89,58.8,74.6,87.1101356823008,Heavy (>70%),Normal (<85°C)
2757,229.14,16.65,3.23,0.847,19.28,12.57,0.19,0.778,63.5,49.2,81.82619170133478,Light (<50%),Normal (<85°C)
2758,228.43,28.46,5.03,0.774,19.39,10.93,0.18,0.857,109.1,51.5,87.28873004718922,Heavy (>70%),Critical (105-130°C)
2759,226.92,31.53,5.7,0.796,19.24,11.5,0.16,0.725,88.5,71.6,83.08255332103816,Heavy (>70%),High (85-105°C)
2760,229.4,33.16,5.43,0.714,19.22,9.3,0.15,0.825,90.9,57.0,84.76405900092257,Heavy (>70%),High (85-105°C)
2761,226.5,16.9,2.81,0.733,19.26,12.5,0.2,0.811,112.2,49.0,78.19090900986131,Light (<50%),Critical (105-130°C)
2762,226.16,23.15,4.49,0.857,19.17,7.49,0.12,0.86,44.2,49.0,90.17668130040393,Medium (50-70%),Normal (<85°C)
2763,229.33,16.42,2.68,0.711,19.05,12.57,0.22,0.9,128.0,36.7,78.77611491622712,Light (<50%),Critical (105-130°C)
2764,229.34,16.57,2.68,0.704,19.21,11.01,0.16,0.765,91.3,42.4,76.86808614904453,Light (<50%),High (85-105°C)
2765,226.72,16.91,3.0,0.782,19.27,9.02,0.14,0.791,144.3,34.8,75.0,Light (<50%),Emergency (>130°C)
2766,228.25,21.41,4.32,0.885,19.39,9.63,0.17,0.894,144.5,84.0,76.17000115740043,Medium (50-70%),Emergency (>130°C)
2767,229.2,27.8,5.19,0.815,19.43,12.96,0.2,0.787,57.8,52.5,89.8212235435238,Heavy (>70%),Normal (<85°C)
2768,225.23,13.07,2.42,0.823,19.35,7.89,0.13,0.864,117.4,29.0,80.7415808104181,Light (<50%),Critical (105-130°C)
2769,228.52,14.2,2.4,0.739,19.48,12.47,0.2,0.807,43.9,56.8,81.82272290567843,Light (<50%),Normal (<85°C)
2770,227.17,24.11,4.75,0.868,19.53,7.39,0.12,0.863,27.5,65.8,93.24015257535135,Medium (50-70%),Normal (<85°C)
2771,225.29,29.67,5.51,0.824,19.51,12.93,0.22,0.873,129.9,33.2,82.91581824580283,Heavy (>70%),Critical (105-130°C)
2772,228.88,30.04,5.69,0.827,19.34,12.07,0.21,0.88,116.9,46.8,83.19121728379938,Heavy (>70%),Critical (105-130°C)
2773,225.91,10.89,1.91,0.778,19.26,8.74,0.14,0.858,101.0,89.0,78.68537961031817,Light (<50%),High (85-105°C)
2774,226.92,18.08,3.43,0.835,19.05,9.21,0.13,0.747,106.1,42.0,82.24145386454938,Medium (50-70%),Critical (105-130°C)
2775,228.36,32.35,5.26,0.712,19.53,11.23,0.16,0.738,143.6,23.4,75.0,Heavy (>70%),Emergency (>130°C)
2776,228.69,16.17,2.73,0.737,19.03,11.67,0.2,0.888,96.5,75.4,77.53361819210056,Light (<50%),High (85-105°C)
2777,226.01,10.6,1.97,0.824,19.28,7.77,0.12,0.811,56.0,43.0,85.98954145689972,Light (<50%),Normal (<85°C)
2778,227.37,26.08,4.73,0.798,19.21,9.06,0.14,0.78,80.8,51.1,89.65224882379366,Heavy (>70%),Normal (<85°C)
2779,225.53,21.7,3.52,0.719,19.55,10.25,0.14,0.721,136.6,37.3,75.0,Medium (50-70%),Emergency (>130°C)
2780,226.33,21.57,3.47,0.71,19.08,7.55,0.1,0.712,105.9,34.5,82.06818206780864,Medium (50-70%),Critical (105-130°C)
2781,227.18,21.81,4.32,0.871,19.32,11.9,0.2,0.877,89.0,82.4,85.8236964364104,Medium (50-70%),High (85-105°C)
2782,227.82,30.78,5.76,0.821,19.36,7.35,0.11,0.79,40.8,62.0,85.56207782157102,Heavy (>70%),Normal (<85°C)
2783,228.94,17.88,3.41,0.834,19.05,9.3,0.13,0.736,124.1,26.3,81.32969984425915,Medium (50-70%),Critical (105-130°C)
2784,228.53,31.41,6.06,0.844,19.2,7.71,0.1,0.701,61.0,37.6,86.28030418778167,Heavy (>70%),Normal (<85°C)
2785,226.05,14.01,2.71,0.856,19.49,10.35,0.15,0.719,45.1,68.3,85.880165633617,Light (<50%),Normal (<85°C)
2786,225.75,33.0,6.65,0.892,19.24,11.0,0.16,0.764,83.8,23.3,90.08522214439586,Heavy (>70%),Normal (<85°C)
2787,226.6,22.06,3.55,0.711,19.55,8.51,0.14,0.85,53.8,21.0,88.48511919157511,Medium (50-70%),Normal (<85°C)
2788,229.88,18.55,3.61,0.846,19.25,14.66,0.25,0.886,135.8,39.9,75.0,Medium (50-70%),Emergency (>130°C)
2789,226.55,21.56,3.45,0.706,19.17,13.43,0.21,0.828,54.1,69.8,89.61214975454254,Medium (50-70%),Normal (<85°C)
2790,227.07,31.6,5.43,0.757,19.49,7.52,0.11,0.759,77.5,34.0,86.03860230985534,Heavy (>70%),Normal (<85°C)
2791,228.78,30.44,5.59,0.803,19.06,12.83,0.22,0.898,75.7,67.2,87.02974747378502,Heavy (>70%),Normal (<85°C)
2792,226.64,20.3,3.26,0.708,19.56,14.37,0.25,0.884,55.1,35.3,88.19548461206475,Medium (50-70%),Normal (<85°C)
2793,226.36,16.41,2.7,0.728,19.01,8.28,0.14,0.894,42.7,26.5,82.48169272649884,Light (<50%),Normal (<85°C)
2794,229.2,14.95,2.84,0.828,19.14,10.17,0.14,0.709,35.6,30.1,82.84876205098325,Light (<50%),Normal (<85°C)
2795,225.23,11.94,2.31,0.858,19.09,11.72,0.16,0.729,29.0,74.5,83.50682064871131,Light (<50%),Normal (<85°C)
2796,225.95,13.82,2.56,0.821,19.22,7.7,0.13,0.898,109.0,85.5,76.46673157291558,Light (<50%),Critical (105-130°C)
2797,229.03,26.92,5.14,0.834,19.49,8.59,0.12,0.711,94.1,57.7,88.1464819566058,Heavy (>70%),High (85-105°C)
2798,227.29,25.59,4.13,0.71,19.59,11.05,0.16,0.762,76.1,88.6,87.18428880503666,Heavy (>70%),Normal (<85°C)
2799,228.42,10.12,2.07,0.894,19.38,8.68,0.13,0.782,46.5,67.8,82.24617079986515,Light (<50%),Normal (<85°C)
2800,225.9,29.68,5.26,0.785,19.34,13.34,0.2,0.775,96.6,79.5,86.85377770277282,Heavy (>70%),High (85-105°C)
2801,229.07,22.2,4.2,0.826,19.18,13.62,0.2,0.783,93.5,70.2,85.606071520533,Medium (50-70%),High (85-105°C)
2802,227.34,14.81,2.81,0.834,19.14,12.1,0.2,0.875,147.3,49.1,75.0,Light (<50%),Emergency (>130°C)
2803,228.64,19.66,3.64,0.809,19.59,13.96,0.21,0.779,88.8,58.4,88.8171866984116,Medium (50-70%),High (85-105°C)
2804,229.71,25.4,4.28,0.734,19.58,11.83,0.21,0.897,136.4,72.8,80.4272326563903,Heavy (>70%),Emergency (>130°C)
2805,226.8,23.0,4.09,0.785,19.42,10.34,0.14,0.717,109.1,39.1,86.34732184071842,Medium (50-70%),Critical (105-130°C)
2806,229.34,23.61,4.38,0.809,19.07,11.63,0.16,0.738,84.7,61.0,90.37047319681852,Medium (50-70%),Normal (<85°C)
2807,229.83,25.06,4.94,0.857,19.38,11.88,0.2,0.861,38.2,67.1,89.00666723732041,Heavy (>70%),Normal (<85°C)
2808,225.48,29.11,4.83,0.736,19.0,8.23,0.13,0.816,71.7,35.1,91.53147919952558,Heavy (>70%),Normal (<85°C)
2809,228.43,26.97,4.67,0.758,19.0,11.43,0.16,0.716,86.7,32.9,85.3018932627506,Heavy (>70%),High (85-105°C)
2810,229.17,14.57,2.57,0.77,19.01,13.79,0.2,0.749,108.6,52.0,76.98777400554138,Light (<50%),Critical (105-130°C)
2811,225.04,10.14,1.65,0.721,19.35,14.98,0.25,0.85,144.0,46.3,75.0,Light (<50%),Emergency (>130°C)
2812,229.7,31.25,5.79,0.806,19.15,8.75,0.15,0.873,138.9,53.7,75.0,Heavy (>70%),Emergency (>130°C)
